body_subsite	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque
OTU9723755	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	3	3	0	1	0	0	0	0	0	1	13	1	0	2	4	1	2	0	1	2	3	0	0	0	0	0	0	0	4	4	13	0	0	1	2	0	0	0	0	0	1	0	1	0	0	3	2	1	0	0	0	0	0	1	4	0	0	0	0	1	0	2	0	0	1	0	0	5	2	0	2	4	3	1	2	0	0	1	1	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	3	0	2	0	0	0	0	1	1	0	0	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU9723799	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	2	1	0	0	3	2	5	0	0	0	0	0	5	0	3	0	0	0	13	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	4	1	0	0	0	0	3	0	1	1	11	0	0	0	1	0	4	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	0	11	1	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	2	1	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	2	0
OTU9723840	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	1	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	3	6	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	15	2	2	0	1	0	1	0	0	3	0	0	29	6	0	0	0	0	0	0	0	0	1	16	7	5	6	5	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	5	0	0	0	2	2	0	0	0	0	1	2	0	0	0	1	0	0	1	1	3	0	0	0	0	0	2	0	5	0	0	0	1	1	4	3	3	0	0	0	2	2	0	0	0	3	0	0	0	0	2	0
OTU9723888	3	1	0	0	0	0	5	0	0	0	2	1	1	0	2	0	0	0	0	0	5	16	1	0	9	1	1	0	15	5	3	0	8	10	15	2	0	1	0	0	0	0	0	0	3	0	15	4	21	15	1	3	0	0	0	0	0	0	0	0	0	0	27	4	13	0	13	26	21	7	21	1	1	6	1	0	0	1	0	0	0	3	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	5	0	1	0	99	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	1	2	0	0	8	2	3	2	0	0	1	0	0	0	0	0	16	4	2	0	0	0	18	0	3	2	0	2	0	0	0	1	6	0	0	1	0	0	1	0	0	0	9	0	2	0	0	0	0	0	2	0	0	0	31	0	5	2	0	0	1	21	0	0	1	4	1	0	5	1	1	0	2	3	0	0	1	3	1	1	2	1	3	0	0	1	2	0	0	0	5	3	0	0	0	0	0	0
OTU972393	0	0	4	0	7	1	1	0	26	0	0	1	0	1	0	1	0	2	0	0	1	1	0	0	3	1	0	1	0	0	0	1	0	0	0	1	0	0	3	5	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0	0	1	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	2	0	1	1	15	2	0	0	1	0	1	1	3	3	3	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	2	0	1	0	0	6	6	1	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU9723940	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	6	0	5	1	7	12	2	0	4	0	0	0	0	0	2	0	9	1	5	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	1	4	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	8	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	2	1	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	2	0	0
OTU9723947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	0	0	0	0	1	2	2	0	1	0	11	0	0	0	0	0	1	0	1	1	0	0	3	1	1	1	0	0	0	0	3	0	0	0	2	1	0	1	0	0	0	10	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	4	0	0	2	3	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	0	0	0	1	0	1	0	0	0	5	4	0	0	2	0
OTU9723957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	3	0	0	2	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	8	0	2	0	0	0	1	0	0	1	1	2	0	3	4	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	2	0	0	3	1	0	0	0	0	2	1	0	0	0	3	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	5	8	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	1	3
OTU972398	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	3	0	0	0	0	0	0	2	4	0	4	3	0	0	1	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	6	1	0	0	1	0	2	1	4	1	1	4	0	1	5	3	1	8	0	0	0	2	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	4	1	0	0	0	0	1	0	0	1	7	0	0	0	0	0	0
OTU9723983	1	0	2	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	3	4	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	6	1	0	0	0	0	2	7	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	2	0	1	14	5	0	0	1	3	0	0	1	6	0	0	0	0	1	0	0	1	0	5	0	0	2	0	0	0	0	0	0	0	4	2	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0
OTU9724	57	3	10	27	2	10	2	1	1	0	0	0	0	10	4	3	2	8	0	0	6	1	40	56	0	0	0	0	0	0	1	2	1	4	0	0	0	0	0	0	2	5	6	40	0	2	0	4	1	4	3	20	0	0	0	6	0	0	0	2	0	3	0	0	1	1	0	0	0	3	0	0	0	0	0	1	5	30	5	86	0	4	0	0	1	2	0	3	0	0	0	0	0	0	0	2	0	0	12	57	0	1	0	0	50	47	0	0	1	0	57	74	27	19	0	0	8	5	0	1	25	29	3	3	12	41	3	8	8	9	0	0	63	17	1	6	70	125	0	0	40	73	3	4	0	0	22	24	0	14	2	27	0	3	11	17	0	2	1	3	3	6	80	36	1	5	13	11	0	0	14	30	17	12	17	13	2	1	1	1	7	7	1	0	0	2	0	1	8	24	0	0	2	1	2	12	14	5	69	45	7	2	2	1	8	6	50	86	0	0	0	0	17	16	2	10	6	4	74	34	0	0	2	4	0	0	2	0	0	0
OTU972407	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	3	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	2	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0
OTU9724116	1	3	14	1	23	2	0	0	0	0	0	0	0	0	0	0	9	20	0	0	2	5	51	41	5	29	9	1	0	0	1	0	0	14	0	0	0	0	0	6	2	3	0	0	4	0	2	3	0	0	0	0	0	0	8	36	0	0	0	0	11	4	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	120	32	0	0	4	2	0	0	13	1	0	0	0	0	0	0	0	0	0	0	26	132	0	0	6	1	4	13	45	119	0	0	8	4	1	0	0	0	0	0	0	0	20	24	2	6	1	0	0	0	0	0	1	0	12	61	0	0	0	0	0	0	72	36	0	0	2	0	0	0	16	36	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	5	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0
OTU9724133	0	0	3	7	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	20	7	0	0	0	0	5	6	4	4	0	0	0	0	0	0	0	1	0	0	0	2	0	1	4	1	0	0	65	29	0	1	3	6	0	0	1	8	0	0	0	0	0	1	0	1	0	1	0	1	0	5	0	0	0	0	0	0	8	1	0	0	0	2	0	0	6	2	0	1	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	12	7	1	0	0	0	0	0	5	7	0	0	0	0	1	2	0	1	0	1	9	10	0	0	0	0	0	0	0	0	0	0
OTU9724192	0	0	0	0	0	0	1	0	2	0	0	4	2	7	0	0	2	25	0	0	0	1	0	0	0	0	0	0	14	4	0	0	4	3	0	0	0	0	1	0	0	0	0	0	1	10	0	0	1	3	3	2	4	2	0	0	1	4	0	0	5	6	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0	3	1	0	8	15	1	0	0	1	0	1	2	1	10	8	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	1	0	2	4	4	2	0	0	0	0	1	2	0	2	18	7	17	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	93	0	0	0	0	1	2	0	0	0	1	0	0	2	2	0	1	3	0	0	0	19	67	4	7	0	1	0	0
OTU9724220	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	1	1	0	0	0	1	4	1	4	0	0	1	7	0	1	0	0	0	0	1	0	3	5	10	18	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	2	1	0	0	1	1	1	0	0	1	0	0	24	2	0	1	1	0	1	1	7	1	0	0	0	1	24	12	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	20	5	0	0	5	0	0	0	0	0	0	0
OTU9724274	2	0	15	25	0	6	2	1	12	4	1	10	0	4	1	0	1	0	0	0	0	1	0	0	0	1	1	2	0	1	1	1	0	1	0	1	3	0	4	1	0	2	4	9	0	0	1	2	2	3	2	3	4	2	0	4	0	0	1	4	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	4	4	1	0	3	0	0	1	0	0	0	0	1	2	0	1	4	0	0	1	3	3	3	0	2	1	0	5	2	0	0	3	1	4	7	0	3	0	2	3	0	0	2	5	1	0	0	1	0	4	6	5	5	0	0	0	0	1	3	2	3	1	0	4	3	0	0	3	5	7	7	2	1	0	1	0	7	0	4	0	0	0	0	0	2	0	1	0	1	3	0	0	0	1	1	0	3	2	2	0	0	0	0	2	3	0	0	3	1	1	1	0	0	1	2	1	3	1	2	3	0	0	3	1	1	1	0	9	2	0	0	1	2	1	0	0	0	0	1	1	3	6	0	0	0	0	1	0	0	0	0	0	0
OTU9724304	0	1	4	5	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	4	9	0	4	0	0	6	16	0	0	4	0	0	0	0	0	0	0	1	0	0	9	0	0	0	2	3	6	0	8	4	1	27	31	0	3	4	0	0	8	0	2	10	2	16	22	1	3	0	2	0	3	0	11	0	0	7	7	0	1	0	0	0	1	0	9	0	4	6	2	4	1	0	3	1	3	1	4	0	11	3	7	0	0	311	19	0	1	0	0	3	2	9	34	0	0	0	14	0	1	14	9	0	0	4	3	2	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	5	1	0	0	2	0	0	6	2	5	0	1	1	0	3	2	0	0	0	0	2	1	1	2	0	0	1	3	1	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	1	0	0	1	3	21	1	4	0	1	5	7	2	0	1	0	2	4	0	0	4	2	0	1	0	1	0	2	1	0	0	3	0	0	14	29	0	0	10	5
OTU9724323	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	1	2	1	0	0	0	1	0	0	1	0	0	0	1	0	1	3	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU9724399	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	4	3	3	0	1	3	8	5	1	0	1	0	0	0	0	0	0	0	0	6	14	16	2	15	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	5	0	0	0	0	0	0	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	1	0	1	0	3	0	0	0	0	1	2	0	0	0	0	0	0	1	5	1	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	7	1	2	0	0	1	0	0	0	0	0	0	1	0	0	6	4	0	0	0	0	0	0
OTU9724435	0	0	0	0	0	0	6	6	0	0	1	3	1	1	0	0	0	0	0	0	8	2	0	0	0	0	1	1	0	1	0	1	0	3	2	1	0	0	3	5	2	2	0	0	2	5	0	0	16	6	1	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	5	0	1	0	0	0	0	0	0	1	5	4	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	23	4	0	0	3	1	3	1	0	0	0	4	0	0	0	0	0	0	2	1	0	0	2	2	0	2	0	0	6	2	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	1	0	0
OTU9724492	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	3	0	0	0	0	1	0	6	4	0	0	0	0	6	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	4	0	0	1	5	0	0	4	6	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	1	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0
OTU9724496	0	0	0	0	0	3	3	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	4	1	1	0	2	1	0	0	0	0	0	2	0	0	1	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	4	1	0	0	0	0	0	0	2	3	10	14	1	0	0	8	8	0	0	0	0	0	0
OTU97245	0	0	0	0	1	0	16	4	0	0	0	0	0	0	0	0	25	18	0	0	6	2	0	0	4	18	0	0	0	3	1	5	6	8	5	8	5	0	25	9	0	0	1	0	5	5	2	17	6	3	9	8	0	0	0	0	1	0	0	0	0	0	1	5	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	12	6	17	13	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	1	0	0	5	0	2	4	8	0	1	12	17	2	3	3	2	8	3	0	0	1	0	3	1	13	9	0	0	3	11	0	0	0	0	1	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	48	0	0	3	0	0	0	0	0	1	0	0	0	1	1	2	1	0	0	4	7
OTU9724517	43	67	5	1	0	0	1	0	3	0	0	0	0	0	1	0	3	0	1	1	0	0	0	0	0	0	1	0	11	7	0	0	6	9	22	14	0	0	0	0	0	0	7	7	0	2	10	46	14	31	12	16	2	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	2	0	0	20	3	1	1	0	2	0	0	4	1	0	0	0	1	0	0	6	1	1	0	4	3	16	37	0	1	0	0	0	1	2	0	8	0	5	0	5	9	4	3	0	1	0	1	2	8	3	1	12	19	2	3	7	3	0	0	9	12	11	12	2	3	2	7	18	1	11	5	9	1	6	5	8	3	2	1	0	5	5	15	0	0	2	1	1	2	4	7	3	8	14	14	3	4	6	0	15	4	1	9	9	7	0	0	0	5	3	10	5	6	4	1	2	3	0	1	0	4	1	1	2	4	3	1	30	6	3	2	13	19	3	0	0	0	8	5	17	6	15	14	2	4	3	1	0	0	3	1	0	0	0	0	0	0
